# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715585.91214 -0.622586 0.274095 0.088674 0.842105 -0.008887 0.538771 0.022486 0.0000228912 0.0000004763 -0.0000094860 0.0000009765 -0.0000005341 0.0000056500 0.0001656636 0.0000964193 -0.0000415174 0.0001440374 -0.0000441857 0.0002019728
1403715585.96214 -0.614641 0.280799 0.072522 0.842427 -0.016969 0.538403 0.012288 0.0000228693 -0.0000001436 -0.0000095249 0.0000009663 -0.0000002637 0.0000056791 0.0001656485 0.0000963888 -0.0000414749 0.0001437474 -0.0000441000 0.0002020896
1403715586.01214 -0.604878 0.287249 0.056381 -0.842156 0.027156 -0.538550 0.000674 0.0000228262 -0.0000009291 -0.0000095252 0.0000010020 0.0000000823 0.0000056779 0.0001656076 0.0000963153 -0.0000414163 0.0001432144 -0.0000439894 0.0002021702
1403715586.06214 -0.592565 0.292881 0.043281 -0.839468 0.036878 -0.542016 0.012323 0.0000228935 -0.0000016525 -0.0000093662 0.0000010849 0.0000003871 0.0000055145 0.0001655325 0.0000961829 -0.0000413540 0.0001425131 -0.0000438746 0.0002022118
1403715586.11214 -0.578188 0.295855 0.034833 -0.832055 0.043181 -0.552678 0.019147 0.0000232833 -0.0000021129 -0.0000088927 0.0000011609 0.0000005270 0.0000050379 0.0001654123 0.0000960217 -0.0000413227 0.0001417917 -0.0000437740 0.0002021968
1403715586.16214 -0.562973 0.296350 0.029743 -0.824278 0.044936 -0.564032 0.020360 0.0000237388 -0.0000022368 -0.0000083793 0.0000011854 0.0000005099 0.0000045611 0.0001653172 0.0000958487 -0.0000412372 0.0001412544 -0.0000436837 0.0002022087
1403715586.21214 -0.548126 0.294889 0.028044 -0.817383 0.042727 -0.574278 0.016259 0.0000241776 -0.0000020367 -0.0000079043 0.0000011512 0.0000003807 0.0000041551 0.0001651819 0.0000956450 -0.0000411563 0.0001406953 -0.0000435860 0.0002021839
1403715586.26214 -0.534338 0.291933 0.028565 -0.811683 0.036811 -0.582895 0.007034 0.0000245463 -0.0000015029 -0.0000074959 0.0000010708 0.0000001680 0.0000038298 0.0001648864 0.0000955247 -0.0000412511 0.0001398029 -0.0000432503 0.0002018306
1403715586.31214 -0.521308 0.287286 0.029942 0.807613 -0.028981 0.588984 0.004385 0.0000248295 -0.0000008251 -0.0000071891 0.0000010132 -0.0000000632 0.0000036023 0.0001647440 0.0000953276 -0.0000411610 0.0001393767 -0.0000431771 0.0002017825
1403715586.36214 -0.508860 0.282123 0.032735 0.803302 -0.020227 0.594990 0.016868 0.0000250779 -0.0000000716 -0.0000068559 0.0000009953 -0.0000002941 0.0000033759 0.0001645955 0.0000951147 -0.0000410750 0.0001390600 -0.0000431917 0.0002017329
1403715586.41214 -0.497694 0.277489 0.034869 0.798897 -0.012876 0.600703 0.027464 0.0000252653 0.0000005702 -0.0000065203 0.0000010175 -0.0000004689 0.0000031655 0.0001644549 0.0000949214 -0.0000409928 0.0001386982 -0.0000432069 0.0002016647
1403715586.46214 -0.487848 0.274417 0.037028 0.794661 -0.007430 0.606015 0.034706 0.0000253905 0.0000010157 -0.0000061912 0.0000010510 -0.0000005727 0.0000029755 0.0001642710 0.0000946068 -0.0000410015 0.0001379080 -0.0000434135 0.0002014429
1403715586.51214 -0.478378 0.278130 0.040889 0.791444 -0.004211 0.609920 0.039940 0.0000253526 0.0000013021 -0.0000059259 0.0000010793 -0.0000006293 0.0000028334 0.0001639630 0.0000937949 -0.0000411194 0.0001349843 -0.0000438579 0.0002010384
1403715586.56214 -0.473171 0.276176 0.041804 0.789057 -0.002670 0.612904 0.041602 0.0000254244 0.0000014110 -0.0000057553 0.0000010953 -0.0000006437 0.0000027397 0.0001640169 0.0000938510 -0.0000410569 0.0001347916 -0.0000438654 0.0002009969
1403715586.61214 -0.469595 0.278454 0.043588 0.787695 -0.002352 0.614603 0.042367 0.0000254351 0.0000014452 -0.0000056510 0.0000011010 -0.0000006434 0.0000026836 0.0001639078 0.0000936527 -0.0000410345 0.0001341614 -0.0000439444 0.0002008997
1403715586.66214 -0.468866 0.281521 0.044690 0.788635 -0.002943 0.613389 0.042422 0.0000253183 0.0000014211 -0.0000057142 0.0000010982 -0.0000006397 0.0000027107 0.0001638298 0.0000934341 -0.0000411109 0.0001327088 -0.0000441946 0.0002006604
1403715586.71214 -0.471279 0.284049 0.044724 0.791044 -0.005429 0.610458 0.039524 0.0000252321 0.0000012314 -0.0000058989 0.0000010768 -0.0000006027 0.0000027990 0.0001638731 0.0000935544 -0.0000410782 0.0001327164 -0.0000441568 0.0002005876
1403715586.76214 -0.476028 0.288009 0.044571 0.795800 -0.009697 0.604490 0.034644 0.0000250491 0.0000009125 -0.0000062596 0.0000010457 -0.0000005369 0.0000029885 0.0001639041 0.0000936981 -0.0000410606 0.0001327791 -0.0000441007 0.0002005018
1403715586.81214 -0.482745 0.292879 0.044384 0.802533 -0.015008 0.595732 0.028616 0.0000247550 0.0000005232 -0.0000067616 0.0000010180 -0.0000004446 0.0000032810 0.0001639575 0.0000938932 -0.0000410575 0.0001328550 -0.0000440344 0.0002004113
1403715586.86214 -0.490745 0.298480 0.044422 0.809958 -0.020109 0.585689 0.023044 0.0000243842 0.0000001651 -0.0000073035 0.0000010020 -0.0000003435 0.0000036353 0.0001640171 0.0000941132 -0.0000410659 0.0001329337 -0.0000439658 0.0002003184
1403715586.91214 -0.499390 0.304349 0.045339 0.816552 -0.024132 0.576441 0.019402 0.0000240132 -0.0000000811 -0.0000077753 0.0000009959 -0.0000002612 0.0000039785 0.0001640866 0.0000943495 -0.0000410817 0.0001330141 -0.0000439059 0.0002002311
1403715586.96214 -0.508276 0.310417 0.046942 0.821353 -0.026819 0.569512 0.017770 0.0000237177 -0.0000002095 -0.0000081105 0.0000009929 -0.0000002106 0.0000042433 0.0001641582 0.0000945814 -0.0000410999 0.0001331020 -0.0000438630 0.0002001535
1403715587.01214 -0.517159 0.316424 0.049026 0.824007 -0.028966 0.565590 0.016762 0.0000235360 -0.0000003009 -0.0000082934 0.0000009906 -0.0000001712 0.0000043950 0.0001642387 0.0000948085 -0.0000411187 0.0001332063 -0.0000438404 0.0002000896
1403715587.06214 -0.525786 0.322143 0.051139 0.825286 -0.030808 0.563643 0.016138 0.0000234338 -0.0000003721 -0.0000083810 0.0000009889 -0.0000001395 0.0000044684 0.0001643179 0.0000950124 -0.0000411412 0.0001333159 -0.0000438419 0.0002000298
1403715587.11214 -0.533248 0.328228 0.054602 0.824548 -0.031681 0.564660 0.016576 0.0000234502 -0.0000003810 -0.0000083273 0.0000009857 -0.0000001337 0.0000044195 0.0001643305 0.0000950827 -0.0000412281 0.0001332387 -0.0000439538 0.0001998852
1403715587.16214 -0.540717 0.333353 0.059312 0.821488 -0.029403 0.569120 0.019877 0.0000236070 -0.0000001992 -0.0000081066 0.0000009784 -0.0000002001 0.0000042306 0.0001643937 0.0000951449 -0.0000412196 0.0001330715 -0.0000439536 0.0001998623
1403715587.21214 -0.547564 0.339063 0.065739 0.816881 -0.026201 0.575744 0.023217 0.0000238551 0.0000000116 -0.0000077771 0.0000009752 -0.0000002714 0.0000039632 0.0001645044 0.0000953073 -0.0000412101 0.0001332326 -0.0000439695 0.0001998426
1403715587.26214 -0.554061 0.346364 0.073052 0.813135 -0.023226 0.581045 0.025668 0.0000240363 0.0000001832 -0.0000075035 0.0000009740 -0.0000003230 0.0000037551 0.0001645852 0.0000953957 -0.0000412735 0.0001332533 -0.0000440847 0.0001997405
1403715587.31214 -0.561272 0.353277 0.080616 0.810114 -0.020649 0.585325 0.026166 0.0000241783 0.0000002728 -0.0000072823 0.0000009728 -0.0000003449 0.0000035951 0.0001647870 0.0000956174 -0.0000412632 0.0001334527 -0.0000440994 0.0001997419
1403715587.36214 -0.569267 0.361060 0.087866 0.808375 -0.020760 0.587891 0.021988 0.0000242553 0.0000001038 -0.0000071581 0.0000009650 -0.0000002860 0.0000035083 0.0001649908 0.0000958436 -0.0000412588 0.0001337349 -0.0000441126 0.0001997451
1403715587.41214 -0.578209 0.369352 0.094930 0.806556 -0.022787 0.590519 0.015316 0.0000243283 -0.0000002189 -0.0000070323 0.0000009603 -0.0000001823 0.0000034227 0.0001651980 0.0000960797 -0.0000412788 0.0001340665 -0.0000441302 0.0001997240
1403715587.46214 -0.588042 0.377534 0.101934 0.806105 -0.026260 0.591133 0.008099 0.0000243222 -0.0000006021 -0.0000070055 0.0000009686 -0.0000000627 0.0000034053 0.0001654270 0.0000963339 -0.0000412875 0.0001344692 -0.0000441413 0.0001997322
1403715587.51214 -0.599573 0.384742 0.108425 0.806647 -0.031367 0.590198 0.001658 0.0000242493 -0.0000010012 -0.0000070547 0.0000009904 0.0000000644 0.0000034380 0.0001655746 0.0000965586 -0.0000413911 0.0001349026 -0.0000441833 0.0001996360
1403715587.56214 -0.611798 0.390676 0.115962 -0.807115 0.039130 -0.589077 0.004730 0.0000241535 -0.0000014703 -0.0000071033 0.0000010387 0.0000002133 0.0000034719 0.0001657624 0.0000967911 -0.0000414029 0.0001354598 -0.0000442005 0.0001996607
1403715587.61214 -0.625472 0.394823 0.123555 -0.808022 0.048898 -0.587038 0.009772 0.0000240033 -0.0000019410 -0.0000071970 0.0000011090 0.0000003694 0.0000035375 0.0001659030 0.0000970003 -0.0000414326 0.0001360364 -0.0000442047 0.0001996550
1403715587.66214 -0.640120 0.396519 0.131752 -0.809261 0.059614 -0.584285 0.012436 0.0000238221 -0.0000023380 -0.0000073237 0.0000011866 0.0000005105 0.0000036272 0.0001659843 0.0000971636 -0.0000414648 0.0001367007 -0.0000442273 0.0001996501
1403715587.71214 -0.656108 0.395491 0.139389 -0.811401 0.070353 -0.580124 0.011639 0.0000235991 -0.0000025911 -0.0000075259 0.0000012478 0.0000006189 0.0000037714 0.0001659894 0.0000972735 -0.0000415122 0.0001373119 -0.0000442358 0.0001996136
1403715587.76214 -0.673079 0.390528 0.147700 -0.812612 0.082260 -0.576916 0.007964 0.0000234158 -0.0000027587 -0.0000076802 0.0000012956 0.0000006966 0.0000038827 0.0001659005 0.0000973183 -0.0000415658 0.0001379586 -0.0000441726 0.0001994982
1403715587.81214 -0.690191 0.382849 0.156533 -0.812531 0.095497 -0.575041 0.001667 0.0000233006 -0.0000028716 -0.0000077716 0.0000013382 0.0000007455 0.0000039424 0.0001657644 0.0000972795 -0.0000415576 0.0001387445 -0.0000442102 0.0001995326
1403715587.86214 -0.707698 0.371615 0.165972 0.811117 -0.109019 0.574583 0.007659 0.0000232666 -0.0000028840 -0.0000077944 0.0000013572 0.0000007480 0.0000039411 0.0001655577 0.0000971708 -0.0000415540 0.0001395000 -0.0000442564 0.0001995368
1403715587.91214 -0.725875 0.356978 0.175548 0.808904 -0.121922 0.574766 0.021312 0.0000233089 -0.0000027251 -0.0000077826 0.0000013359 0.0000006832 0.0000039029 0.0001652821 0.0000969703 -0.0000415323 0.0001402540 -0.0000442888 0.0001995428
1403715587.96214 -0.745071 0.338817 0.184751 0.804671 -0.134375 0.577063 0.038039 0.0000234713 -0.0000024616 -0.0000076477 0.0000012952 0.0000005660 0.0000037637 0.0001649612 0.0000966843 -0.0000415068 0.0001410474 -0.0000443462 0.0001995443
1403715588.01214 -0.765234 0.320773 0.194016 0.799266 -0.146640 0.580112 0.056041 0.0000236783 -0.0000021644 -0.0000074432 0.0000012550 0.0000004372 0.0000035749 0.0001645958 0.0000963317 -0.0000414797 0.0001418582 -0.0000443950 0.0001995388
1403715588.06214 -0.786173 0.302332 0.202662 0.792706 -0.159096 0.583756 0.074402 0.0000239288 -0.0000018712 -0.0000071764 0.0000012269 0.0000003125 0.0000033512 0.0001643619 0.0000959994 -0.0000414022 0.0001431631 -0.0000443526 0.0001996367
1403715588.11214 -0.808346 0.283188 0.209126 0.785931 -0.171646 0.586757 0.092548 0.0000241551 -0.0000015914 -0.0000069120 0.0000012059 0.0000002069 0.0000031391 0.0001641497 0.0000957117 -0.0000413619 0.0001446541 -0.0000441382 0.0001996774
1403715588.16214 -0.832183 0.263303 0.211616 0.778545 -0.184791 0.589574 0.110108 0.0000243844 -0.0000013690 -0.0000066204 0.0000012028 0.0000001227 0.0000029243 0.0001640205 0.0000953493 -0.0000412518 0.0001464945 -0.0000440529 0.0001998497
1403715588.21214 -0.857624 0.242927 0.208675 0.770960 -0.198309 0.591830 0.126614 0.0000245877 -0.0000012092 -0.0000063394 0.0000012096 0.0000000658 0.0000027299 0.0001639725 0.0000949586 -0.0000411431 0.0001484603 -0.0000439448 0.0002000381
1403715588.26214 -0.884338 0.222603 0.198700 0.763680 -0.213123 0.592897 0.140871 0.0000247317 -0.0000011677 -0.0000061254 0.0000012262 0.0000000508 0.0000025826 0.0001639864 0.0000945846 -0.0000410058 0.0001505656 -0.0000438184 0.0002001691
1403715588.31214 -0.913087 0.202271 0.183261 0.757087 -0.228845 0.592437 0.153191 0.0000248170 -0.0000012116 -0.0000060017 0.0000012486 0.0000000650 0.0000024902 0.0001640919 0.0000941868 -0.0000408679 0.0001528430 -0.0000436664 0.0002003013
1403715588.36214 -0.943615 0.183142 0.164551 0.750855 -0.244192 0.591089 0.164925 0.0000248760 -0.0000012596 -0.0000059194 0.0000012640 0.0000000841 0.0000024206 0.0001642341 0.0000937797 -0.0000407318 0.0001552390 -0.0000434359 0.0002003713
1403715588.41214 -0.977207 0.164714 0.145636 0.745097 -0.258642 0.588741 0.176970 0.0000249224 -0.0000012568 -0.0000058739 0.0000012753 0.0000000897 0.0000023739 0.0001645019 0.0000933525 -0.0000405461 0.0001579251 -0.0000432721 0.0002005598
